,Open,High,Low,Close,Volume
2016-04-29T00:00:00.000,79.8,79.84,75.66,76.94,50406421
2016-05-06T00:00:00.000,76.89,79.94,75.01,79.2,70849735
2016-05-13T00:00:00.000,78.94,80.485,76.97,77.16,51049174
2016-05-20T00:00:00.000,77.86,80.2,77.59,78.79,51078314
2016-05-27T00:00:00.000,78.95,81.31,74.12,80.97,125079241
2016-06-03T00:00:00.000,81,82.03,75.71,76.62,210375494
2016-06-10T00:00:00.000,77.11,78.53,75.76,75.92,63072645
2016-06-17T00:00:00.000,75.25,78.7686,74.85,77,77534876
2016-06-24T00:00:00.000,77.9,79.46,75.43,76.29,53166533
2016-07-01T00:00:00.000,75.8,80.05,73.3,79.65,57726051
2016-07-08T00:00:00.000,79.04,79.55,77.68,78.99,35429804
2016-07-15T00:00:00.000,79.33,82.88,79.24,81.25,61718379
2016-07-22T00:00:00.000,80.6,85,80.6,84.49,52048950
2016-07-29T00:00:00.000,84.47,84.79,81.945,82.48,48691849
2016-08-05T00:00:00.000,82.79,85.08,82.59,84.59,46587148
2016-08-12T00:00:00.000,84.99,98.35,84.3,98.25,181182166
2016-08-19T00:00:00.000,98.28,98.86,95.05,96.86,105576634
2016-08-26T00:00:00.000,96.47,96.63,93.12,95.06,65752571
2016-09-02T00:00:00.000,94.6,99.665,94.21,99.25,82287726
2016-09-09T00:00:00.000,100.45,104.3,99.05,99.62,85274933
2016-09-16T00:00:00.000,97.38,105.39,97,104.64,98116442
2016-09-23T00:00:00.000,105.16,109.76,100.93,107.71,109790757
2016-09-30T00:00:00.000,106.52,109.87,104.57,105.79,96494181
2016-10-07T00:00:00.000,105.45,107.55,104.98,106,53923358
2016-10-14T00:00:00.000,106.79,109,99,101.85,80028533
2016-10-21T00:00:00.000,101.5,104.99,101.27,103.94,45549307
2016-10-28T00:00:00.000,104.98,105.3,101.55,101.93,44741862
2016-11-04T00:00:00.000,102.65,104.1,96.46,97.57,100587473
2016-11-11T00:00:00.000,100.07,100.62,91.1,92.99,91292712
2016-11-18T00:00:00.000,92.451,95.3,87.88,93.39,78568833
2016-11-25T00:00:00.000,94.05,94.66,91.45,93.01,35973756
2016-12-02T00:00:00.000,93.02,96.055,89.18,90.48,75663988
2016-12-09T00:00:00.000,90.05,93.64,89.5,93.28,50017814
2016-12-16T00:00:00.000,92.05,93.73,88.56,88.67,59551514
2016-12-23T00:00:00.000,88.61,90.43,86.01,86.79,48450926
2016-12-30T00:00:00.000,86.72,88.75,86.71,87.81,24324601
2017-01-06T00:00:00.000,89,94.81,88.08,93.89,44735098
2017-01-13T00:00:00.000,94.16,97.904,93.31,96.27,53458393
2017-01-20T00:00:00.000,96.32,97.15,95,96.06,29700194
2017-01-27T00:00:00.000,96.48,104.57,96.26,102.07,95098590
2017-02-03T00:00:00.000,101.2,102.38,100.06,100.39,33445586
2017-02-10T00:00:00.000,100.17,104.18,100.02,102.36,38813206
2017-02-17T00:00:00.000,102.82,104.44,100.11,100.52,48072656
2017-02-24T00:00:00.000,101.03,105.2,100.91,102.95,41417872
2017-03-03T00:00:00.000,102.5,104.99,102.03,103.31,39512463
2017-03-10T00:00:00.000,102.76,104.29,102.1,103.39,26985468
2017-03-17T00:00:00.000,103.52,106.5,102.6,105.61,56786620
2017-03-24T00:00:00.000,106.23,109.13,103.98,108.04,54466777
2017-03-31T00:00:00.000,106.65,110.45,106.51,107.83,42562629
2017-04-07T00:00:00.000,108.85,109.47,106.76,108.99,36036849
2017-04-13T00:00:00.000,109,111.88,108.84,110.21,39766733
2017-04-21T00:00:00.000,110.91,113.6,110.3,113.11,47778310
2017-04-28T00:00:00.000,114.04,115.99,114.02,115.5,47926349
2017-05-05T00:00:00.000,115.63,118.69,114.8,116.04,42047696
2017-05-12T00:00:00.000,116.9,120.5,116.2,120.34,52228575
2017-05-19T00:00:00.000,121.03,126.4,114,123.22,107401337
2017-05-26T00:00:00.000,124.98,125.675,121.95,123.99,56271937
2017-06-02T00:00:00.000,124.08,124.88,122,124.13,36164955
2017-06-09T00:00:00.000,124.02,148.29,123.87,139.44,164466263
2017-06-16T00:00:00.000,139.17,142.244,133.1,134.87,172830357
2017-06-23T00:00:00.000,137.81,144.68,137.4,143.01,104931996
2017-06-30T00:00:00.000,144.03,145.36,137.52,140.9,85823318
2017-07-07T00:00:00.000,141.75,145,139.495,142.43,43909501
2017-07-14T00:00:00.000,143,152.25,142.25,151.83,61076219
2017-07-21T00:00:00.000,153.53,156.41,150.31,151.89,75660611
2017-07-28T00:00:00.000,152.77,160.39,150.85,157.56,73568660
2017-08-04T00:00:00.000,158.9,159.39,149.1,153.33,71136731
2017-08-11T00:00:00.000,154.83,159.84,147.5,151.7,83943932
2017-08-18T00:00:00.000,154.77,169.5,153.1,167.5,142807449
2017-08-25T00:00:00.000,168.29,177,166.98,171.74,113675773
2017-09-01T00:00:00.000,171.15,172.9,164.35,171.04,89355419
2017-09-08T00:00:00.000,169.47,171.93,167,169,62204723
2017-09-15T00:00:00.000,171.5,179.93,171.5,176.7,104636083
2017-09-22T00:00:00.000,178.89,180.87,175.3,178.14,80365106
2017-09-29T00:00:00.000,176.48,177,166.79,172.71,104476304
2017-10-06T00:00:00.000,174.57,180,172.57,179.2,59668889
2017-10-13T00:00:00.000,178.97,184.7,177.97,178.45,73699140
2017-10-20T00:00:00.000,180,180.12,175.3,177.32,80225989
2017-10-27T00:00:00.000,177.8,178.0098,168.58,176.15,80115810
2017-11-03T00:00:00.000,178.43,191.22,177.59,183.21,130960563
2017-11-10T00:00:00.000,184.07,189.86,181.05,186.41,86027560
2017-11-17T00:00:00.000,186.77,187.88,176.7356,185.13,80004297
2017-11-24T00:00:00.000,187.6,191.75,186.611,191.19,69864935
2017-12-01T00:00:00.000,190.49,191.4503,173.62,174.61,121048791
2017-12-08T00:00:00.000,177.2,178.96,164.25,177.62,130600183
2017-12-15T00:00:00.000,179.9,180.68,169.61,173.55,131122707
2017-12-22T00:00:00.000,174.6,176.66,170.51,176.29,85417991
2017-12-29T00:00:00.000,174.55,175.15,171.2,172.43,42278803
2018-01-05T00:00:00.000,176.399,190.75,175.7,190.7,87680939
2018-01-12T00:00:00.000,190.46,192.49,186.58,187.79,77859077
2018-01-19T00:00:00.000,190.4,191.74,179.32,184.05,78314982
2018-01-26T00:00:00.000,184.975,205.23,181.68,205.22,129009766
2018-02-02T00:00:00.000,204.83,206.2,186.8,187.31,157131383
2018-02-09T00:00:00.000,183.7,190.47,168.88,176.67,146661358
2018-02-16T00:00:00.000,180.44,189.56,175.086,183.68,85309682
2018-02-23T00:00:00.000,183.67,193.405,183,193.29,66146604
2018-03-02T00:00:00.000,194.46,195.15,175.45,179.76,98244480
2018-03-09T00:00:00.000,179.41,190.7,177.07,190.55,75781415
2018-03-16T00:00:00.000,192.3,201.5,187.39,200.28,113260578
2018-03-23T00:00:00.000,198,199.21,180.401,181.2,87750850
2018-03-29T00:00:00.000,187.89,192.25,177.57,183.54,69846521
2018-04-06T00:00:00.000,182.81,183.51,166.13,167.52,97038323
2018-04-13T00:00:00.000,169.75,178.16,168.61,172.04,70144111
2018-04-20T00:00:00.000,172.01,183.63,171.01,179.11,69596799
2018-04-27T00:00:00.000,178.63,179.32,166.64,177.16,72184068
2018-05-04T00:00:00.000,178.09,190.6,175.77,188.89,130169505
2018-05-11T00:00:00.000,190.41,199.77,190.3,194.36,99535315
2018-05-18T00:00:00.000,195.9,200,193.86,195,70922295
2018-05-25T00:00:00.000,197.8,201.5,192.801,199.2,76135669
2018-06-01T00:00:00.000,197.94,204.99,196.85,204.34,73813830
2018-06-08T00:00:00.000,205.12,211.7,200.43,205.07,95218221
2018-06-15T00:00:00.000,206.5,211.12,205.01,208,89320267
2018-06-22T00:00:00.000,205.16,208.6,199.5,202.01,78276340
2018-06-29T00:00:00.000,197.85,198.1,182.04,185.53,122940988
2018-07-06T00:00:00.000,181.66,192.49,181.06,192.27,64447368
2018-07-13T00:00:00.000,194.45,195.13,187.42,190.04,74023114
2018-07-20T00:00:00.000,189.57,193.23,186.61,187.25,62458657
2018-07-27T00:00:00.000,187.18,198.35,184.8,189.42,83952349
2018-08-03T00:00:00.000,190.22,190.59,179.78,180.84,90455254
2018-08-10T00:00:00.000,180.7,183,174.75,180.01,134461787
2018-08-17T00:00:00.000,179.65,180.65,165.39,172.78,153426499
2018-08-24T00:00:00.000,175.22,186.5,171.91,174.23,182662733
2018-08-31T00:00:00.000,177.1,182.38,172.76,175.01,81580924
2018-09-07T00:00:00.000,173.5,173.95,158.67,162.37,111649529
2018-09-14T00:00:00.000,158.59,168,152.85,164.74,146596081
2018-09-21T00:00:00.000,161.5,169.84,155.52,164.63,115592107
2018-09-28T00:00:00.000,162.81,167.39,160.1,164.76,59480290
2018-10-05T00:00:00.000,165.92,165.95,152.25,154.63,90911568
2018-10-12T00:00:00.000,150.2,152.636,135.14,147.29,185934132
2018-10-19T00:00:00.000,144.77,150.68,140.8,142.93,89279449
2018-10-26T00:00:00.000,148.99,150.2,138.55,142.87,94184044
2018-11-02T00:00:00.000,142.42,154.36,130.06,147.59,177031366
2018-11-09T00:00:00.000,146.22,152.8,142.48,144.85,85218558
2018-11-16T00:00:00.000,145.01,157.4,139.97,154.1,108000374
2018-11-23T00:00:00.000,152.02,153.21,142.82,150.33,59717056
2018-11-30T00:00:00.000,153.21,160.86,152.37,160.86,110434937
2018-12-07T00:00:00.000,168.64,168.8,150.51,153.06,96060544
2018-12-14T00:00:00.000,150.39,156.24,145.72,149,73613074
2018-12-21T00:00:00.000,146.5,147.94,130.23,132,114186964
2018-12-28T00:00:00.000,130,140.98,129.77,139.09,49515826
2019-01-04T00:00:00.000,141.83,142.02,129.83,139.75,70271426
2019-01-11T00:00:00.000,140.55,153.38,139.01,151.32,77751234
2019-01-18T00:00:00.000,148.5,159.49,146.54,157.02,78935157
2019-01-25T00:00:00.000,154.4,160.5,150.207,159.21,58948216
2019-02-01T00:00:00.000,157.8,169.73,155.3,167.97,97478011
2019-02-08T00:00:00.000,166.32,173.09,163.75,167.36,51692592
2019-02-15T00:00:00.000,168.85,171.05,165.41,166.15,45338155
2019-02-22T00:00:00.000,166.98,177.02,166.5,176.92,50047586
2019-03-01T00:00:00.000,181.26,186.9,179.37,183.88,80163248
2019-03-08T00:00:00.000,186,188.08,171.565,175.03,67447105
2019-03-15T00:00:00.000,177.83,182.535,177.58,180.97,51408314
2019-03-22T00:00:00.000,181.93,183.36,175.336,176.26,55430781
2019-03-29T00:00:00.000,174.33,182.6,174.1,182.45,44864130
2019-04-05T00:00:00.000,185.09,185.56,176.76,185.35,83262794
2019-04-12T00:00:00.000,184.19,189.79,183.75,188.91,58459144
2019-04-18T00:00:00.000,188.06,188.2,182.56,186.94,46309174
2019-04-26T00:00:00.000,184.5,188.74,183.61,187.09,48923683
2019-05-03T00:00:00.000,187.42,195.72,183.82,195.21,67131813
2019-05-10T00:00:00.000,185.17,189,173.07,178,104930303
2019-05-17T00:00:00.000,169.79,180.24,168.49,169.57,120933856
2019-05-24T00:00:00.000,164.44,165.59,154.41,155,129632775
2019-05-31T00:00:00.000,156.4,157.07,147.95,149.26,112901969
2019-06-07T00:00:00.000,149.6,156.11,148.845,154.23,109461047
2019-06-14T00:00:00.000,158.78,165.68,157.23,158.1,108763917
2019-06-21T00:00:00.000,157.53,170.48,157.42,167.55,114053266
2019-06-28T00:00:00.000,168.4,171.98,164.62,169.45,99610363
2019-07-05T00:00:00.000,175.865,177.95,172.82,173.3,61217350
2019-07-12T00:00:00.000,170.09,171.37,165,169.07,81889444
2019-07-19T00:00:00.000,171.5,176.22,170.42,172.99,85530729
2019-07-26T00:00:00.000,173.5,179.4,171.437,178.74,83642587
2019-08-02T00:00:00.000,178.43,179.88,160.35,161,103892657
2019-08-09T00:00:00.000,155.03,162.3,151.85,159.12,102988248
2019-08-16T00:00:00.000,157.5,177.55,155.54,174.6,119914247
2019-08-23T00:00:00.000,177.43,178.8,163.831,164.54,69467883
2019-08-30T00:00:00.000,166.49,175.25,164.2,175.03,52808982
2019-09-06T00:00:00.000,173,179.22,172.15,176.69,35156128
2019-09-13T00:00:00.000,177.88,180.5,172.22,179.17,45670332
2019-09-20T00:00:00.000,177.75,184.13,175.37,182.51,67519653
2019-09-27T00:00:00.000,181.25,181.33,163.15,165.98,83705080
2019-10-04T00:00:00.000,169.887,170.7,161.9,170.34,59942323
2019-10-11T00:00:00.000,168.83,174.88,161.68,172.94,69876804
2019-10-18T00:00:00.000,172.84,178.59,169,169.13,55149078
2019-10-25T00:00:00.000,172.64,175.81,168.12,174.31,46158521
2019-11-01T00:00:00.000,176.5,182.12,173.936,176.46,73878286
2019-11-08T00:00:00.000,180.66,188.28,178.02,187.16,122662699
2019-11-15T00:00:00.000,184.82,187.65,181,185.49,71757617
2019-11-22T00:00:00.000,186.98,186.98,181.06,186.78,62679266
2019-11-29T00:00:00.000,188.32,200.98,187.88,200,122577789
2019-12-06T00:00:00.000,198.58,202,189.85,201.89,88999863
2019-12-13T00:00:00.000,200.32,207.1,198.55,204.91,79218638
2019-12-20T00:00:00.000,206.33,213.98,206.19,212.25,80309460
2019-12-27T00:00:00.000,213.25,218.11,212.91,215.47,36635905
2020-01-03T00:00:00.000,215.78,219.98,210.73,217,39981750
2020-01-10T00:00:00.000,214.89,225.96,214.09,223.83,58647739
2020-01-17T00:00:00.000,228.81,231.14,222.73,227.43,71367659
2020-01-24T00:00:00.000,222.45,225.58,211.325,213.75,62476867
2020-01-31T00:00:00.000,201.22,213.98,199.5,206.59,86029287
2020-02-07T00:00:00.000,208.67,226.7,208.67,216.53,70274514
2020-02-14T00:00:00.000,213.5,225.52,212.2,219.63,90663815
2020-02-21T00:00:00.000,218.55,223.56,211.56,212.59,56349410
2020-02-28T00:00:00.000,203.55,213.08,198.561,208,110708702
2020-03-06T00:00:00.000,208.59,215.15,201.1,204.64,89856932
2020-03-13T00:00:00.000,195.62,207.45,183.93,194,117042915
2020-03-20T00:00:00.000,176.15,189.39,170,181.3,109688337
2020-03-27T00:00:00.000,175.27,196.32,169.95,188.59,91538547
2020-04-03T00:00:00.000,187.48,196.79,185.04,187.11,72073813
2020-04-09T00:00:00.000,194.74,201.45,192.7,196.37,59342764
2020-04-17T00:00:00.000,197.4,214.98,195.53,209.5,73424086
2020-04-24T00:00:00.000,209.87,216.1,202.82,204.36,81912260
2020-05-01T00:00:00.000,207.55,207.78,192.86,194.48,95864144
2020-05-08T00:00:00.000,194.76,203.02,189.53,201.19,107136147
2020-05-15T00:00:00.000,202.78,208.05,194.03,203.68,95199553
2020-05-22T00:00:00.000,212.5,221.157,198.99,199.7,164808177
2020-05-29T00:00:00.000,205.94,207.88,196.7,207.39,114126203
2020-06-05T00:00:00.000,205.9,220.59,203.94,219.55,85490342
2020-06-12T00:00:00.000,219.6,225,213.56,217.64,68337384
2020-06-19T00:00:00.000,214.11,226.5,212.75,220.64,76898085
2020-06-26T00:00:00.000,220.92,231.03,213.5,215.71,77925692
2020-07-02T00:00:00.000,215.03,225.025,211.82,223.6,55159260
2020-07-10T00:00:00.000,233.31,268,232.82,261.01,146976244
2020-07-17T00:00:00.000,261.45,265.66,240.74,247.14,90609554
2020-07-24T00:00:00.000,256.45,261.92,241.89,249,98816523
2020-07-31T00:00:00.000,247.11,254.4,245.81,251.02,59682742
2020-08-07T00:00:00.000,254.02,265.976,247.57,252.1,66147275
2020-08-14T00:00:00.000,249.34,256.97,246.1,253.97,52094788
2020-08-21T00:00:00.000,253,267.43,250.085,265.8,84167531
2020-08-28T00:00:00.000,273.24,292.48,271.62,289,94036882
2020-09-04T00:00:00.000,288.62,299,267.39,281.39,72360363
2020-09-11T00:00:00.000,270.23,277.1,266.59,271.61,42289274
2020-09-18T00:00:00.000,275.36,283.605,270.55,272.41,45536256
2020-09-25T00:00:00.000,269.1,277.83,264.56,271.09,47131626
2020-10-02T00:00:00.000,275.53,295.59,274.1989,288.17,69005489
2020-10-09T00:00:00.000,289.06,302.61,284.88,299.74,76954150
2020-10-16T00:00:00.000,303.95,310.01,292.61,307.31,62921358
2020-10-23T00:00:00.000,309.89,314,303.41,309.92,48297583
2020-10-30T00:00:00.000,309.92,319.32,300.19,304.69,62268808
2020-11-06T00:00:00.000,310.95,311.44,279.6,299.95,173926741
2020-11-13T00:00:00.000,303.77,304,257.17,260.84,186423837
2020-11-20T00:00:00.000,260.42,272.3699,252.55,270.74,123841991
2020-11-27T00:00:00.000,274.75,280.61,266.4107,276.48,69704801
2020-12-04T00:00:00.000,268.97,271.3,260.11,267.25,89520170
2020-12-11T00:00:00.000,265.7,268.4,261.2001,264.54,47958640
2020-12-18T00:00:00.000,260.32,264.9,252.3,260,81058614
2020-12-24T00:00:00.000,255.17,260.46,211.23,222,174946675
2020-12-31T00:00:00.000,216.88,243.39,215.3201,232.73,210843939
2021-01-08T00:00:00.000,226.5,240.76,220.09,236.19,182114518
2021-01-15T00:00:00.000,229.9,246.99,225.14,243.46,133399696
2021-01-22T00:00:00.000,250,269,246.99,258.62,102550853
2021-01-29T00:00:00.000,263.62,266,252.3,253.83,75148090
2021-02-05T00:00:00.000,258.8,269.99,254.04,265.67,101307405
2021-02-12T00:00:00.000,264.98,274.26,261.82,267.85,60557005
2021-02-19T00:00:00.000,271,274.29,262.33,263.59,59795609
2021-02-26T00:00:00.000,257.99,259.46,237.65,237.76,78225888
2021-03-05T00:00:00.000,241.05,242.79,228.34,233.89,81212435
2021-03-12T00:00:00.000,229.02,241.72,226.53,231.87,75861796
2021-03-19T00:00:00.000,228.41,241.6,225.53,239.79,81602171
2021-03-26T00:00:00.000,235.855,241.12,220.42,227.26,87159152
2021-04-01T00:00:00.000,225.49,232.38,223.5,224.36,73180628
2021-04-09T00:00:00.000,226.53,232,221.32,223.31,83071711
2021-04-16T00:00:00.000,237.89,245.69,236.65,238.69,116406216
2021-04-23T00:00:00.000,237.44,238.42,226.0701,232.08,58584109
2021-04-30T00:00:00.000,231.5,239.22,230.51,230.95,47506108
2021-05-07T00:00:00.000,231.27,236.1699,222.88,225.31,56922279
2021-05-14T00:00:00.000,222.87,225.29,204.39,209.51,134841997
2021-05-21T00:00:00.000,210.615,217.63,209.44,211.06,99028636
2021-05-28T00:00:00.000,210.03,215.46,208.7,213.96,68487747
2021-06-04T00:00:00.000,223.02,223.13,216.305,219.02,57626475
2021-06-11T00:00:00.000,218,218.4,211,211.64,52617687
2021-06-18T00:00:00.000,212.25,215.165,208.2256,212.3,58747498
2021-06-25T00:00:00.000,210.55,230.25,208.99,228.5,75023885
2021-07-02T00:00:00.000,229.5,230.89,216.46,217.75,59513074
2021-07-09T00:00:00.000,215.32,215.4,198.26,205.94,92964102
2021-07-16T00:00:00.000,203.9,216.6,203.02,212.1,73553403
2021-07-23T00:00:00.000,206.1,216.39,203.24,206.53,69605940
2021-07-30T00:00:00.000,198.37,201.14,179.6701,195.19,189936470
2021-08-06T00:00:00.000,196.27,203.275,192,196.39,82181519
2021-08-13T00:00:00.000,194.58,198.45,186.71,188.62,61813136
2021-08-20T00:00:00.000,185,186.26,155.5,157.96,238553735
2021-08-27T00:00:00.000,159.28,174.1515,152.8,159.47,228075458
2021-09-03T00:00:00.000,160.17,178.18,158.23,170.3,123764084
2021-09-10T00:00:00.000,174.15,176.84,165.58,168.1,75961573
2021-09-17T00:00:00.000,164.49,166.8623,153.67,160.05,118083390
2021-09-24T00:00:00.000,154.4,155.14,144.57,145.08,132279049
2021-10-01T00:00:00.000,144.92,153.73,143.34,144.2,102450824
2021-10-08T00:00:00.000,141.7,162.78,138.43,161.52,133661564
2021-10-15T00:00:00.000,169.61,169.8,162.24,168,123467712
2021-10-22T00:00:00.000,166.58,182.09,166.58,177.7,123450490
2021-10-29T00:00:00.000,177.86,178.28,162.72,164.94,72093997
2021-11-05T00:00:00.000,165.84,171.895,158.3,158.73,88538627
2021-11-12T00:00:00.000,161.765,169.63,159.48,166.81,76921937
2021-11-19T00:00:00.000,167.22,169.94,140,140.34,130519937
2021-11-26T00:00:00.000,139.9,140.7,131.22,133.35,85318597
2021-12-03T00:00:00.000,134.25,134.55,108.7,111.96,185359918
2021-12-10T00:00:00.000,113.64,129.4499,113.43,125.06,142436818
2021-12-17T00:00:00.000,123,127.65,117.77,122.1,100719976
2021-12-23T00:00:00.000,118.5,122.98,113.695,118.66,84072032
2021-12-31T00:00:00.000,117.8,124.3,110.38,118.79,125576161
2022-01-07T00:00:00.000,119.38,133.88,115.77,129.81,144423209
2022-01-14T00:00:00.000,131.99,138.7,126.23,131.57,110909540
2022-01-21T00:00:00.000,126.27,136.75,122.5207,123.23,93250067
2022-01-28T00:00:00.000,119.32,122.4599,110.06,115.23,118654776
2022-02-04T00:00:00.000,118.17,128,117.5,122.22,79622331
2022-02-11T00:00:00.000,116.1,128.34,113.6,122.25,99189743
2022-02-18T00:00:00.000,120.56,129.4,117.2,118.99,82890347
2022-02-25T00:00:00.000,114,115.4,100.02,107.94,102447458
2022-03-04T00:00:00.000,105.97,111.25,99.33,100.6,111391387
2022-03-11T00:00:00.000,99.56,103.36,86.68,86.71,141821490
2022-03-18T00:00:00.000,80.7,111.74,73.28,108.3,480081765
2022-03-25T00:00:00.000,102.81,124.1112,98.7,112.99,325585783
2022-04-01T00:00:00.000,113.86,120.1022,108.71,110.2,173723880
2022-04-08T00:00:00.000,115.7,118.22,102.61,103.53,144357758
2022-04-14T00:00:00.000,101.09,103.92,95.305,95.49,86719406
2022-04-22T00:00:00.000,93.77,95.2799,85.4,86.49,114604908
2022-04-29T00:00:00.000,82.7,103.52,81.8,97.09,137631999
2022-05-06T00:00:00.000,96.41,102.69,88.71,90.05,95550308
2022-05-13T00:00:00.000,86.955,88.64,78.01,87.99,115613328
2022-05-20T00:00:00.000,87.7,94.48,84.73,86.79,107763669
2022-05-27T00:00:00.000,87.06,95.09,81.07,93.41,129847365
2022-06-03T00:00:00.000,98.33,99.32,91.88,93.21,96604998
