,Open,High,Low,Close,Volume
2022-06-10T00:00:00.000,99.64,121.055,97.915,109.84,288117144
2022-06-17T00:00:00.000,103.61,112.75,97.58,102.24,184367294
2022-06-24T00:00:00.000,105.96,118.09,103.08,117.62,118497456
2022-07-01T00:00:00.000,119.97,121.38,111.38,116,84712857
2022-07-08T00:00:00.000,114.51,125.84,112.14,120.9,92663984
2022-07-15T00:00:00.000,115.46,115.58,97.84,102.44,139364004
2022-07-22T00:00:00.000,105.88,107.16,99.68,100.61,98929081
2022-07-29T00:00:00.000,100.5,105.25,89.11,89.37,157052341
2022-08-05T00:00:00.000,89.19,103,88,92.56,164127105
2022-08-12T00:00:00.000,91.47,97.71,88.56,94.77,86162008
2022-08-19T00:00:00.000,93.2,94.63,88.52,89.63,66702629
2022-08-26T00:00:00.000,89.57,104.85,86.71,98,140643291
2022-09-02T00:00:00.000,98.96,100.91,90.77,91.8,76600117
2022-09-09T00:00:00.000,89.32,92.9,87.7564,92.14,52278769
2022-09-16T00:00:00.000,92.42,94.84,85.42,86.43,78537812
2022-09-23T00:00:00.000,85.1,88.73,77.6,78.8,95335185
2022-09-30T00:00:00.000,79.94,81.78,76.28,79.99,90611592
2022-10-07T00:00:00.000,79.76,86.29,78.05,81.24,67911632
2022-10-14T00:00:00.000,79.77,79.79,71.4,73.02,76967710
2022-10-21T00:00:00.000,75.15,78.64,69.4652,72.18,91252647
2022-10-28T00:00:00.000,63.39,69.8,58.01,63.74,277839483
2022-11-04T00:00:00.000,63.49,71.64,63.22,69.81,150156458
2022-11-11T00:00:00.000,71.3,72.7,64.8,70.77,139537703
2022-11-18T00:00:00.000,73.16,85.68,71.32,80.48,201677462
2022-11-25T00:00:00.000,78.69,79.06,74.58,75.5,71768821
2022-12-02T00:00:00.000,74.74,91.85,74.68,90.06,158752729
2022-12-09T00:00:00.000,92.9,94.335,86.62,91.34,121806533
2022-12-16T00:00:00.000,90.09,94.98,86.05,86.79,107420205
2022-12-23T00:00:00.000,89.75,89.78,85.04,85.65,88219372
2022-12-30T00:00:00.000,86.55,90.6893,86.21,88.09,63690840
2023-01-06T00:00:00.000,91.11,108,90.75,107.4,132655533
2023-01-13T00:00:00.000,111.99,117.98,108.12,117.01,140573969
2023-01-20T00:00:00.000,115.52,120.06,113.04,119.86,69126088
2023-01-27T00:00:00.000,120,121.3,115,118.38,60300638
2023-02-03T00:00:00.000,111.69,113.95,105.81,106.33,93250279
2023-02-10T00:00:00.000,103.82,109.81,102.79,103.65,81585951
2023-02-17T00:00:00.000,105.99,106.35,99.25,100.01,89335194
2023-02-24T00:00:00.000,96.5,100.47,88.03,89,128314225
2023-03-03T00:00:00.000,90.85,92.92,87.27,89.7,137398175
2023-03-10T00:00:00.000,89.585,91.3001,82.33,82.96,88670866
2023-03-17T00:00:00.000,83.01,84.16,80.15,81.67,105633862
2023-03-24T00:00:00.000,80.15,88.38,79.48,86.9,104481637
2023-03-31T00:00:00.000,87.13,105.05,85.5,102.18,276991789
2023-04-06T00:00:00.000,100.89,103.24,97.26,102.74,100723510
2023-04-14T00:00:00.000,100.62,102.83,93.58,94.55,109172443
2023-04-21T00:00:00.000,96.74,99.17,88.3,89.13,102488987
2023-04-28T00:00:00.000,88.4,88.48,82.212,84.69,123918980
2023-05-05T00:00:00.000,84.15,85.28,80.49,83.22,92659577
2023-05-12T00:00:00.000,83.63,88.48,80.15,85.34,94865226
2023-05-19T00:00:00.000,87.13,91.43,83.48,83.98,151370167
2023-05-26T00:00:00.000,85.67,87.48,78.12,80.97,92146436
2023-06-02T00:00:00.000,80.12,86.03,77.77,84.27,78183462
2023-06-09T00:00:00.000,83.99,87.06,83.24,85.5,63727027
2023-06-16T00:00:00.000,86.01,94.29,85.63,92.1,101567564
2023-06-23T00:00:00.000,89.83,90.2,84.37,84.92,63722599
2023-06-30T00:00:00.000,85.32,87.615,83,83.35,64453864
2023-07-07T00:00:00.000,84.87,91.57,82.64,90.55,82654054
2023-07-14T00:00:00.000,90.05,97.005,89.01,94.56,113250522
2023-07-21T00:00:00.000,92.25,94.71,90.15,92.17,83447093
2023-07-28T00:00:00.000,92.07,101.22,91.3,100.55,125678857
2023-08-04T00:00:00.000,99.79,102.5,94.56,96.9,80537183
2023-08-11T00:00:00.000,97.78,101.84,92.9218,95.72,124454521
2023-08-18T00:00:00.000,94.24,94.45,86.86,88.03,91786819
2023-08-25T00:00:00.000,87.6,90.92,87.22,89.82,60031342
2023-09-01T00:00:00.000,91.5,96.68,91.29,95.01,76124426
2023-09-08T00:00:00.000,94.53,95.8,88.73,90.05,49231978
2023-09-15T00:00:00.000,89.73,90.35,86.82,87.07,55461609
2023-09-22T00:00:00.000,86.15,88.875,83.76,88.3,60875335
2023-09-29T00:00:00.000,85.88,87.95,84.305,86.74,46546157
2023-10-06T00:00:00.000,86.75,87.105,82.45,86.06,52321533
2023-10-13T00:00:00.000,83.91,88.7963,83.57,84.02,62040466
2023-10-20T00:00:00.000,83.7,84.965,79.783,79.94,54927348
2023-10-27T00:00:00.000,79.42,84.12,79.02,82.82,65837178
2023-11-03T00:00:00.000,83.63,86.08,80.88,85.31,56379377
2023-11-10T00:00:00.000,86.55,86.72,81.66,82.75,47452998
2023-11-17T00:00:00.000,82.75,87.83,76.75,77.6,159714423
2023-11-24T00:00:00.000,76.91,79.71,76.56,78.49,83324127
2023-12-01T00:00:00.000,77.555,79.25,72.12,73.99,118782250
2023-12-08T00:00:00.000,72.67,73.58,71.44,72.14,105740156
2023-12-15T00:00:00.000,70.49,75.545,70.08,74.51,112693675
2023-12-22T00:00:00.000,74.05,76.29,73.21,75.28,106347741
2023-12-29T00:00:00.000,76.16,77.79,75.41,77.51,60847035
2024-01-05T00:00:00.000,76.05,76.69,72.86,73.01,86113834
2024-01-12T00:00:00.000,71.25,73.43,70.92,71.84,97234325
2024-01-19T00:00:00.000,70.13,70.531,66.92,69.42,104146010
2024-01-26T00:00:00.000,67.28,75.62,66.63,74.01,158947278
2024-02-02T00:00:00.000,74.67,74.81,71.05,71.85,83640755
2024-02-09T00:00:00.000,72.17,78.34,70,72.02,172917290
2024-02-16T00:00:00.000,72.31,75.37,71.42,73.91,73000664
2024-02-23T00:00:00.000,73.46,76.935,72.18,75.96,65025455
2024-03-01T00:00:00.000,75.62,78.05,73.8,74.62,69898008
2024-03-08T00:00:00.000,73.73,74.72,71.04,73.55,83944925
2024-03-15T00:00:00.000,74.63,77.45,73.23,73.42,69185170
2024-03-22T00:00:00.000,73.42,74.74,72.04,72.13,52462206
2024-03-28T00:00:00.000,71.94,72.59,70.5825,72.36,50658747
2024-04-05T00:00:00.000,73.24,73.582,71.41,71.66,61985546
2024-04-12T00:00:00.000,71.96,75.43,71.29,71.29,78006370
2024-04-19T00:00:00.000,71.73,72.05,68.36,69.07,68718482
2024-04-26T00:00:00.000,69.695,76.93,69.12,75.55,72796874
2024-05-03T00:00:00.000,75.65,81.415,74.48,81.33,92670506
2024-05-10T00:00:00.000,81.755,82.22,77.81,80.04,58189121
2024-05-17T00:00:00.000,82.71,90.46,77.72,88.54,176914019
2024-05-24T00:00:00.000,87.47,89.24,79.73,81.26,118354058
2024-05-31T00:00:00.000,80.8,81.72,77.17,78.34,67579912
2024-06-07T00:00:00.000,79,80.055,77.22,78.41,62140590
2024-06-14T00:00:00.000,78.57,79.74,73.26,73.35,64977547
2024-06-21T00:00:00.000,74.025,75.2493,73.67,73.67,43891764
2024-06-28T00:00:00.000,74.12,75.935,71.8,72,66331024
2024-07-05T00:00:00.000,72.51,75.805,71.97,74.52,49150571
2024-07-12T00:00:00.000,73.61,81.01,72.95,79.65,71425334
2024-07-19T00:00:00.000,78.09,78.6,75.18,75.27,54400833
2024-07-26T00:00:00.000,76.83,77.19,74.55,76.53,44145829
2024-08-02T00:00:00.000,78.46,80.015,75.765,77.45,57342955
2024-08-09T00:00:00.000,74.03,80.31,73.87,79.99,59726263
2024-08-16T00:00:00.000,80.59,84.16,77.74,83.18,96420055
2024-08-23T00:00:00.000,83.98,85.79,80.775,85.41,74367959
2024-08-30T00:00:00.000,81.89,84.75,79.205,83.34,86553609
2024-09-06T00:00:00.000,81.78,83.4,81.17,81.18,42657402
2024-09-13T00:00:00.000,80.93,85.6801,80.3199,84.69,57080728
2024-09-20T00:00:00.000,84.035,89.52,83.26,88.29,60166362
2024-09-27T00:00:00.000,89.47,109.43,89.32,107.33,203320654
2024-10-04T00:00:00.000,111.72,116.57,106.105,114.53,211899414
2024-10-11T00:00:00.000,117.45,117.82,105.62,110.14,142390626
2024-10-18T00:00:00.000,108.31,110.08,99.55,102.43,103359647
2024-10-25T00:00:00.000,100.475,101.89,95.52,97.42,75196870
2024-11-01T00:00:00.000,99.03,101.45,96.755,97.58,56790022
2024-11-08T00:00:00.000,98.82,101.1,93.69,94.19,78869101
2024-11-15T00:00:00.000,96.16,96.8,87.23,88.59,95038167
2024-11-22T00:00:00.000,88.9,89.5,82.635,83.13,88845815
2024-11-29T00:00:00.000,84.25,87.54,83.75,87.37,46522678
2024-12-06T00:00:00.000,86.94,87,83.925,85.93,68542698
2024-12-13T00:00:00.000,92.01,94.12,87.24,87.82,78052310
2024-12-20T00:00:00.000,85.96,87.6,81.7,82.28,72890456
2024-12-27T00:00:00.000,82.85,87.27,82.77,85.06,45936393
2025-01-03T00:00:00.000,84.17,85.55,83.53,85.54,36471196
2025-01-10T00:00:00.000,86.55,87.3601,80.4,80.53,54276879
2025-01-17T00:00:00.000,80.15,85.59,80.06,85.12,59854874
2025-01-24T00:00:00.000,86.87,89.19,84.4204,89.14,55470848
2025-01-31T00:00:00.000,90.59,103.665,89.22,98.84,214781610
2025-02-07T00:00:00.000,96.505,107.51,96.07,103.51,128491093
2025-02-14T00:00:00.000,107.32,126.8,106.7,124.73,228614516
2025-02-21T00:00:00.000,127.74,145.3,124.95,143.75,270049092
2025-02-28T00:00:00.000,135.8,141.95,128.44,132.51,202391529
2025-03-07T00:00:00.000,134.01,145.36,126.1,140.62,152565656
2025-03-14T00:00:00.000,135.995,141.82,131,141.1,123478664
2025-03-21T00:00:00.000,140.16,148.43,133.3,135.14,108797955
2025-03-28T00:00:00.000,136.33,137.785,131.13,132.43,77945625
2025-04-04T00:00:00.000,130.03,134.1,111.3004,116.54,132814366
2025-04-11T00:00:00.000,106.62,114.12,95.73,107.73,282124876
2025-04-17T00:00:00.000,111.87,116,105.95,108.87,85014970
2025-04-25T00:00:00.000,108.73,123.81,107.2701,120.28,88573305
2025-05-02T00:00:00.000,119.5,126.62,117.29,125.76,55971060
2025-05-09T00:00:00.000,125,129.73,122.91,125.33,65831526
2025-05-16T00:00:00.000,133.87,134.51,122.65,123.46,112566431
2025-05-23T00:00:00.000,120.18,126.06,119.2838,120.73,46492802
2025-05-30T00:00:00.000,119.875,120.005,111.6,113.84,49858268
2025-06-06T00:00:00.000,114.9,121.55,113.6586,119.38,70400128
2025-06-13T00:00:00.000,121.09,123.46,112.269,112.87,53305972
2025-06-20T00:00:00.000,114.98,116.9,112.6215,113.01,47188295
2025-06-27T00:00:00.000,112.115,117.45,111.26,114.08,63240660
2025-07-03T00:00:00.000,112.46,114.79,107.95,108.7,45391403
2025-07-11T00:00:00.000,107.43,109.13,103.71,106.72,77704355
2025-07-18T00:00:00.000,107.645,122.16,107.19,120.23,103816925
2025-07-25T00:00:00.000,119.51,123.99,118.25,120.03,60802333
2025-08-01T00:00:00.000,122.03,123.45,116.11,117.07,63675871
2025-08-08T00:00:00.000,118.35,122.28,116.86,120.36,44481547
2025-08-15T00:00:00.000,120.43,127.93,118.1,121.26,69616887
2025-08-22T00:00:00.000,121.92,123.4,117.51,122.94,45838855
2025-08-29T00:00:00.000,125.18,136.65,117.6,135,132093791
2025-09-05T00:00:00.000,134.47,138.83,130.06,135.58,101845607
2025-09-12T00:00:00.000,139.88,156.8486,138.7685,155.06,144959913
2025-09-16T00:00:00.000,159.09,163,156.73,162.21,49584890
